original_path,duplicate_paths
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_1017.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_22.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_1040.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_81.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_49.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_830.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_666.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_344.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_909.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_1059.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_785.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_894.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_190.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_432.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_1116.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_143.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_623.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_539.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_959.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_1118.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_202.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_438.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_106.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_856.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_560.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_788.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_134.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_421.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_141.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_509.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_380.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_470.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_896.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_1047.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_232.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_1019.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_155.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_620.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_627.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_852.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_362.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_216.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_941.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_1099.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_74.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_409.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_359.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_212.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_678.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_355.jpg""]"
/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/healthy_cropdg_real_717.jpg,"[""/mnt/datasets/data/corn-leaf-diseases/clean/healthy/real/temporal/healthy_maize_desease_v1.0_real_365.jpg""]"
